credit_score,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
491,Male,70,6,148745.92,2,yes,yes,17818.33,no
516,Male,27,9,0,1,yes,no,142680.64,yes
530,Female,48,0,0,1,yes,no,85081.09,no
687,Male,35,3,0,2,yes,yes,176450.19,no
684,Female,41,6,135203.81,2,yes,yes,121967.88,no
706,Male,23,2,93301.97,2,no,yes,127187.04,no
490,Male,33,5,96341,2,no,no,108313.34,no
796,Male,44,8,165326.2,1,yes,yes,57205.55,no
849,Male,27,0,0,2,no,yes,157891.86,no
779,Female,41,10,99786.2,1,yes,no,86927.53,no
794,Female,22,4,114440.24,1,yes,yes,107753.07,no
748,Male,36,4,141573.55,1,yes,no,82158.14,no
663,Female,22,9,0,1,yes,no,29135.89,yes
645,Female,55,1,133676.65,1,no,yes,17095.49,no
464,Female,33,10,147493.7,2,yes,no,100447.53,no
737,Male,54,9,0,1,yes,no,83470.4,yes
590,Female,29,4,0,2,yes,no,121846.81,no
522,Female,37,3,95022.57,1,yes,yes,129107.59,no
648,Female,34,3,0,1,yes,no,54726.43,no
754,Male,37,6,0,1,yes,yes,116141.72,no
669,Male,50,4,149713.61,3,yes,yes,124872.42,yes
648,Female,43,1,107963.38,1,no,no,186438.86,yes
763,Male,40,3,0,2,yes,no,134281.11,no
790,Male,32,3,0,1,yes,no,91044.47,no
581,Male,37,7,0,2,yes,yes,74320.75,no
703,Male,43,8,0,2,yes,no,9704.66,no
571,Female,33,9,102017.25,2,no,no,128600.49,no
657,Female,27,8,0,2,no,no,6468.24,no
737,Male,44,7,0,2,no,no,57898.58,no
793,Male,29,8,96674.55,2,no,no,192120.66,no
783,Female,44,3,81811.71,1,yes,no,164213.53,yes
751,Male,33,4,79281.61,1,yes,no,117547.76,no
579,Male,31,6,0,2,yes,no,26149.25,no
655,Female,36,10,122314.39,1,yes,no,9181.66,no
614,Male,43,8,140733.74,1,yes,yes,166588.76,no
678,Male,49,2,116933.11,1,yes,no,195053.58,yes
562,Male,41,5,165445.04,2,yes,no,85787.31,no
711,Female,53,5,123805.03,1,yes,no,102428.51,no
620,Male,37,0,107548.94,1,yes,no,71175.94,no
437,Male,49,9,111634.29,2,no,yes,166440.32,no
691,Female,41,8,109153.96,3,yes,yes,148848.76,yes
552,Female,34,4,0,2,yes,no,140286.69,no
765,Male,34,5,86055.17,2,yes,yes,104220.5,no
707,Female,51,10,98438.23,1,no,no,70778.63,yes
764,Male,29,5,0,2,yes,no,65868.28,no
585,Female,32,8,144705.87,2,no,no,171482.56,no
784,Male,31,7,0,2,yes,yes,143204.41,no
605,Male,41,5,91612.91,1,yes,yes,28427.84,no
699,Male,40,2,0,1,yes,no,78387.32,no
544,Female,40,7,0,1,no,yes,161076.92,no
803,Female,32,9,192122.84,1,yes,yes,54277.45,yes
735,Male,41,7,179904,1,yes,yes,137180.95,no
673,Male,59,0,178058.06,2,no,yes,21063.71,yes
652,Male,30,2,176166.56,2,yes,yes,152210.81,no
694,Male,42,3,156864.2,2,no,no,88890.75,no
741,Female,44,7,0,2,yes,yes,190534.76,no
590,Male,30,3,0,2,yes,no,83090.35,no
809,Female,33,3,0,2,no,yes,141426.78,no
523,Male,34,2,161588.89,1,yes,yes,51358.66,no
540,Male,48,2,109349.29,1,yes,no,88703.04,yes
596,Female,29,6,0,2,yes,no,116696.77,no
597,Female,36,9,0,2,yes,yes,7156.09,no
407,Male,37,1,0,1,yes,yes,49161.12,yes
748,Male,60,0,152335.7,1,yes,no,126743.33,yes
562,Female,51,1,124662.54,1,yes,yes,65390.46,yes
734,Female,47,10,91522.04,2,yes,yes,138835.91,no
710,Male,45,1,0,2,yes,yes,36154.66,no
539,Female,39,6,62052.28,1,no,yes,59755.14,no
542,Male,32,7,107871.72,1,yes,no,125302.64,no
717,Female,36,2,99472.76,2,yes,no,94274.72,yes
682,Female,50,10,128039.01,1,yes,yes,102260.16,no
515,Male,33,2,0,2,yes,yes,136028.97,no
526,Female,33,8,114634.63,2,yes,no,110114.38,yes
702,Male,26,5,56738.47,2,yes,yes,100442.22,yes
651,Male,34,2,90355.12,2,no,no,193597.94,no
792,Male,36,5,115725.24,2,no,no,1871.25,no
817,Male,58,3,114327.59,2,yes,yes,42831.11,no
674,Female,36,6,100762.64,1,yes,no,182156.86,no
641,Female,40,9,0,1,no,no,151648.66,yes
513,Male,39,7,89039.9,2,yes,yes,146738.83,no
561,Male,34,1,78829.53,1,yes,yes,12148.2,no
627,Male,30,6,112372.96,1,yes,yes,118029.09,no
682,Male,81,6,122029.15,1,yes,yes,50783.88,no
683,Female,29,0,157829.12,1,no,no,129891.66,no
420,Female,31,1,108377.75,2,yes,yes,9904.63,no
670,Female,54,2,95507.12,1,yes,yes,63213.31,no
505,Male,43,6,127146.68,1,no,no,137565.87,no
580,Male,24,1,133811.78,1,yes,no,17185.95,yes
577,Male,36,3,121092.47,2,no,yes,143783.46,no
773,Male,34,10,126979.75,1,no,no,36823.28,no
616,Male,37,5,144235.73,2,no,no,154957.66,yes
763,Female,38,0,152582.2,2,no,no,31892.82,no
640,Male,43,9,172478.15,1,yes,no,191084.4,yes
592,Male,36,1,126477.42,1,no,no,179718.17,no
528,Male,43,7,97473.87,2,yes,yes,159823.16,no
630,Male,53,5,138053.67,1,no,yes,114110.97,no
529,Female,31,2,164003.05,2,yes,yes,60993.23,no
546,Female,47,8,0,1,yes,yes,66408.01,yes
753,Female,62,6,0,2,yes,yes,136398.9,no
772,Female,39,4,122486.11,2,yes,yes,140709.25,no
567,Male,36,1,0,2,no,no,8555.73,no
628,Female,45,6,53667.44,1,yes,no,115022.94,no
658,Male,20,7,0,2,no,no,187638.34,no
679,Male,58,9,109327.65,1,yes,yes,3829.13,no
629,Male,34,1,121151.05,1,no,no,119357.93,no
731,Male,42,9,101043.63,1,yes,yes,192175.52,no
775,Male,33,3,83501.66,2,yes,no,128841.31,no
660,Male,33,2,80462.24,1,no,no,150422.35,no
752,Male,39,3,0,1,yes,no,188187.05,no
655,Male,37,6,109093.41,2,yes,no,1775.52,no
543,Female,46,5,140355.6,1,yes,yes,85086.78,no
811,Male,42,10,0,2,yes,yes,3797.79,no
689,Male,45,0,130170.82,2,yes,no,150856.38,no
531,Female,42,2,0,2,no,yes,90537.47,no
515,Male,40,0,109542.29,1,yes,yes,166370.81,no
466,Female,41,3,33563.95,2,yes,no,178994.13,yes
782,Male,36,1,148795.17,2,yes,yes,195681.43,no
611,Male,64,9,0,2,yes,yes,53277.15,no
621,Male,40,8,174126.75,3,yes,no,172490.78,yes
604,Male,41,3,0,1,no,no,11819.84,no
655,Female,35,1,106405.03,1,yes,yes,82900.25,no
689,Male,38,2,0,1,yes,yes,82709.8,no
681,Male,30,2,128393.29,1,yes,yes,180593.45,no
643,Male,41,2,127841.52,1,yes,no,172363.41,no
617,Female,24,4,137295.19,2,yes,yes,91195.12,no
638,Female,55,2,155828.22,1,no,yes,108987.25,yes
743,Male,39,6,0,2,yes,no,44265.28,no
828,Female,25,7,144351.86,1,yes,no,116613.26,no
776,Male,35,8,106365.29,1,yes,yes,148527.56,no
540,Male,35,7,127801.88,1,no,yes,84239.46,no
616,Female,45,4,122793.96,1,yes,yes,62002.04,no
628,Male,38,10,113525.84,1,yes,no,46044.48,yes
667,Female,23,6,136100.69,2,no,no,169669.33,yes
615,Male,30,7,0,2,yes,yes,156346.84,no
543,Male,30,4,140916.81,1,yes,no,157711.18,no
553,Female,31,4,0,2,yes,yes,89087.4,no
554,Male,26,4,121365.39,1,yes,yes,8742.36,no
684,Female,36,4,0,1,yes,no,117038.96,no
452,Female,35,7,0,2,yes,no,164241.67,no
606,Male,47,3,93578.68,2,no,yes,137720.56,yes
629,Male,40,9,0,1,yes,no,106.67,no
659,Female,33,8,115409.6,1,no,yes,1539.21,no
493,Female,33,8,90791.69,1,yes,yes,59659.53,no
794,Female,62,9,123681.32,3,yes,no,173586.63,yes
554,Female,44,6,92436.86,1,yes,no,126033.9,no
796,Female,52,9,167194.36,1,yes,yes,62808.93,yes
807,Female,36,4,0,2,no,yes,147007.33,no
500,Male,44,9,160838.13,2,yes,no,196261.64,no
722,Male,43,1,0,1,yes,no,44560.17,yes
559,Female,40,7,144470.77,1,yes,yes,18917.95,no
584,Female,38,3,0,2,yes,yes,4525.4,no
834,Female,68,9,130169.27,2,no,yes,93112.2,no
754,Male,35,4,0,2,yes,yes,9658.41,no
590,Male,43,7,81076.8,2,yes,yes,182627.25,yes
740,Male,36,7,0,1,yes,yes,13177.4,no
502,Female,57,3,101465.31,1,yes,no,43568.31,yes
733,Male,48,5,0,1,no,yes,117830.57,no
755,Female,37,0,113865.23,2,yes,yes,117396.25,no
554,Female,46,7,87603.35,3,no,yes,96929.24,yes
534,Male,36,4,120037.96,1,yes,no,36275.94,no
656,Male,33,4,0,2,yes,no,116706,no
575,Male,49,7,121205.15,4,yes,yes,168080.53,yes
480,Male,47,8,75408.33,1,yes,no,25887.89,yes
575,Male,40,5,0,2,yes,yes,122488.59,no
672,Female,40,3,0,1,yes,no,113171.61,yes
758,Female,35,5,0,2,no,no,100365.51,no
682,Male,50,6,121818.84,2,no,yes,124151.37,no
501,Female,29,8,0,2,yes,no,112664.24,no
746,Male,34,6,141806,2,yes,yes,183494.87,no
556,Female,51,8,61354.14,1,yes,no,198810.65,yes
823,Female,53,4,124954.94,1,no,yes,131259.6,yes
491,Female,68,1,95039.12,1,no,yes,116471.14,yes
638,Female,29,9,103417.74,1,yes,yes,15336.4,no
734,Male,45,2,0,2,yes,no,99593.28,no
555,Male,40,10,43028.77,1,yes,no,170514.21,no
745,Female,44,0,119638.21,1,yes,yes,34265.08,yes
728,Male,37,3,122689.51,2,no,no,106977.53,yes
626,Male,44,10,0,2,no,no,164287.86,no
681,Male,37,8,73179.34,2,yes,yes,25292.53,no
478,Female,38,4,171913.87,1,yes,no,51820.87,yes
709,Male,38,5,0,2,yes,yes,81452.29,no
562,Male,33,8,92659.2,2,yes,no,1354.25,no
769,Female,34,7,137239.17,1,yes,yes,71379.92,yes
684,Female,46,3,102955.14,2,yes,no,154137.33,no
536,Female,61,8,65190.29,1,yes,yes,64308.49,yes
631,Female,29,2,96863.52,2,yes,yes,31613.35,no
657,Male,34,5,154983.98,1,yes,no,27738.01,no
699,Male,59,3,106819.65,1,no,yes,163570.25,no
606,Male,38,7,128578.52,1,yes,yes,193878.51,no
612,Female,63,2,126473.33,1,no,yes,147545.65,no
660,Female,38,5,110570.78,2,yes,no,195906.59,no
829,Male,50,7,0,2,no,yes,178458.86,no
567,Male,29,8,0,2,yes,no,156125.72,no
850,Female,33,3,0,2,yes,yes,11159.19,no
712,Female,44,2,0,2,no,no,45738.94,no
562,Male,30,3,111099.79,2,no,no,140650.19,no
755,Female,29,3,0,3,yes,no,4733.94,no
793,Male,25,3,100913.57,1,no,no,10579.72,no
471,Male,26,8,0,2,yes,yes,179655.87,no
707,Male,42,2,16893.59,1,yes,yes,77502.56,no
784,Male,38,10,122267.85,1,no,no,145759.93,no
703,Male,32,1,125685.79,1,yes,yes,56246.72,no
704,Male,36,8,127397.34,1,yes,no,151335.24,no
662,Male,38,0,105271.56,1,no,yes,179833.45,no
636,Female,28,2,115265.14,1,no,no,191627.85,no
640,Male,36,4,0,1,no,no,173016.46,no
739,Male,31,1,0,2,yes,yes,58469.75,no
767,Male,23,2,139542.82,1,no,yes,28038.28,no
753,Female,46,3,111512.75,3,yes,no,159576.75,yes
714,Male,37,9,148466.93,2,no,yes,151280.96,no
707,Male,29,4,0,2,yes,no,139953.94,no
577,Female,35,4,108155.49,1,yes,no,105407.79,no
633,Female,42,1,0,2,yes,no,56865.62,no
849,Male,41,10,84622.13,1,yes,yes,198072.16,no
614,Female,41,7,146997.64,2,no,no,137791.18,no
558,Female,47,9,0,2,yes,no,103787.28,no
832,Female,27,10,98590.25,1,yes,no,30912.89,no
567,Female,26,2,0,2,yes,yes,78651.55,no
587,Female,45,8,134980.74,1,yes,yes,123309.57,yes
712,Female,79,5,108078.56,1,yes,yes,174118.93,no
655,Female,29,9,0,2,no,yes,85736.26,no
641,Female,42,6,0,2,no,no,121138.77,no
676,Male,35,5,106836.67,2,yes,no,84199.78,no
472,Male,29,8,102490.27,1,no,yes,181224.56,no
644,Male,34,9,112746.54,2,no,no,141230.07,no
598,Male,38,0,125487.89,1,no,no,158111.71,no
792,Male,25,8,142862.21,1,yes,yes,130639.01,no
700,Female,37,7,0,2,yes,no,17040.82,no
616,Male,34,10,0,2,yes,no,25662.27,no
743,Male,35,6,79388.33,1,yes,yes,193360.69,no
427,Male,37,5,0,2,yes,yes,121485.1,no
731,Male,29,10,0,2,yes,yes,162452.65,no
610,Female,31,6,107784.65,1,yes,yes,141137.53,no
724,Female,41,4,142880.28,3,no,no,185541.2,yes
653,Female,38,9,149571.94,1,yes,no,118383.18,no
774,Male,49,1,142767.39,1,yes,yes,8214.41,no
547,Male,49,8,121537.71,2,yes,no,46521.45,yes
719,Male,50,2,0,2,no,no,10772.13,no
740,Male,43,9,0,1,yes,no,199290.68,yes
543,Male,42,4,89838.71,3,yes,no,85983.54,yes
688,Male,45,9,103399.87,1,no,no,129870.93,no
474,Female,30,9,0,2,no,no,63158.22,no
505,Male,43,5,136855.94,2,yes,no,171070.52,no
688,Female,39,0,0,2,yes,no,53222.15,yes
650,Female,55,2,140891.46,3,yes,yes,179834.45,yes
610,Male,37,0,0,1,yes,no,114514.64,no
705,Female,46,5,89364.91,1,no,yes,139162.15,no
669,Female,29,7,146011.4,1,no,no,50249.16,no
650,Male,20,8,0,2,yes,yes,113469.65,no
550,Male,29,9,145294.08,2,yes,no,147484.13,no
595,Female,45,9,106000.12,1,no,no,191448.96,yes
572,Female,26,5,0,2,yes,no,119381.41,no
622,Female,58,2,0,2,yes,yes,33277.31,no
662,Male,20,9,104508.77,2,no,no,73107.53,no
783,Female,58,3,127539.3,1,yes,yes,96590.39,yes
714,Male,44,7,0,1,no,yes,6923.11,no
671,Male,51,3,96891.46,1,yes,no,176403.33,yes
600,Female,32,1,78535.25,1,yes,no,64349.6,no
847,Female,37,9,112712.17,1,yes,no,116097.26,no
650,Male,55,9,119618.42,1,yes,yes,29861.13,no
710,Female,28,6,0,1,yes,no,48426.98,no
682,Female,33,8,74963.5,1,yes,yes,32770.56,no
642,Male,26,1,138023.79,2,no,yes,117060.2,no
536,Female,28,4,0,1,yes,yes,136197.65,no
754,Female,47,1,185513.67,1,yes,no,27438.83,no
678,Male,60,8,185648.56,1,no,no,192156.54,yes
533,Female,49,1,102286.6,3,yes,no,69409.37,yes
741,Male,38,4,128015.83,1,yes,no,58440.43,no
757,Male,31,10,39539.39,2,no,no,192519.39,no
721,Male,40,3,0,1,yes,yes,144874.67,no
700,Male,37,3,77608.46,2,yes,yes,175373.46,no
663,Male,26,5,141462.13,1,yes,no,440.2,no
677,Female,35,0,0,2,no,no,76637.38,no
655,Male,27,2,131691.33,1,yes,no,49480.66,no
832,Male,29,8,93833.86,1,no,yes,10417.87,no
721,Female,46,7,137933.39,1,yes,yes,67976.57,no
542,Male,54,8,105770.14,1,no,yes,140929.98,yes
654,Female,54,5,0,2,no,yes,47139.06,no
821,Female,38,8,0,2,no,yes,126241.4,yes
508,Female,38,3,166328.65,2,no,yes,22614.19,no
588,Female,42,2,164307.77,1,yes,no,48498.19,no
691,Male,38,9,163965.69,2,no,yes,103511.26,no
664,Male,40,7,125608.72,1,yes,no,122073.48,no
439,Female,66,9,0,1,yes,no,65535.56,no
479,Male,37,6,118433.94,1,no,yes,160060.9,no
850,Female,55,10,98488.08,1,yes,no,155879.57,yes
518,Male,40,4,0,2,no,yes,194416.58,no
717,Female,64,10,98362.35,2,yes,yes,21630.21,no
698,Female,51,6,144237.91,4,yes,no,157143.61,yes
850,Male,34,6,0,1,no,yes,52796.31,no
700,Male,47,4,0,1,yes,no,121798.52,yes
626,Female,29,4,105767.28,2,no,no,41104.82,no
774,Male,32,9,0,2,yes,no,10604.48,no
719,Female,48,5,0,2,no,no,78563.66,no
646,Male,31,2,0,1,yes,yes,170821.43,yes
485,Female,25,3,134467.26,1,yes,yes,113266.09,no
784,Male,38,1,138515.02,1,yes,yes,171768.76,no
850,Male,32,2,128647.98,2,no,no,54416.18,no
669,Female,38,9,121858.98,1,yes,no,130755.34,no
731,Male,70,3,0,2,yes,yes,141180.66,no
721,Female,49,1,120108.56,1,no,yes,183421.76,no
515,Female,37,0,196853.62,1,yes,yes,132770.11,no
774,Female,35,3,121418.62,1,yes,yes,24400.37,no
585,Male,36,10,0,2,yes,yes,180318.6,no
695,Female,29,9,0,2,yes,no,111565.45,no
729,Female,42,4,97495.8,2,no,no,2002.5,no
713,Female,42,3,0,2,no,no,82565.01,no
555,Male,33,5,127343.4,1,no,yes,121789.3,no
699,Female,50,0,158633.61,1,yes,no,193785.87,no
587,Male,55,9,0,1,yes,no,64593.07,no
762,Female,69,9,183744.98,1,yes,yes,196993.69,no
510,Male,44,6,0,2,yes,yes,175518.31,no
842,Male,46,9,0,1,no,no,17268.02,no
608,Male,31,7,79962.92,2,yes,no,60901.72,no
850,Female,36,10,0,2,yes,yes,100750.03,no
642,Male,36,4,0,2,yes,yes,195224.91,no
850,Male,33,7,140956.99,1,no,no,3510.18,no
455,Female,43,6,0,1,yes,yes,81250.79,no
726,Male,29,7,0,2,yes,yes,91844.14,yes
544,Male,30,8,145241.63,1,yes,yes,80676.83,no
651,Male,31,7,138008.06,2,yes,no,129912.74,no
814,Female,31,4,0,2,yes,yes,142029.17,no
537,Male,39,2,0,2,yes,yes,137651.6,no
553,Male,37,2,0,2,yes,no,33877.29,no
800,Male,38,9,0,1,yes,no,78744.39,no
791,Male,34,7,0,2,yes,no,96734.46,no
699,Female,29,9,127570.93,2,yes,no,164756.81,no
756,Female,28,6,0,1,yes,yes,164394.65,no
591,Female,27,5,107812.67,1,no,yes,162501.83,yes
850,Male,22,7,91560.58,2,no,no,10541.38,no
760,Male,34,6,121303.77,2,yes,yes,59325.21,no
569,Male,43,8,161546.68,2,no,yes,178187.28,no
661,Female,35,5,128415.45,1,yes,no,142626.49,no
670,Female,31,2,57530.06,1,yes,yes,181893.31,yes
694,Male,38,1,0,2,no,yes,156858.2,no
728,Female,28,4,142243.54,2,yes,no,33074.51,no
764,Female,39,9,138341.51,1,yes,no,50072.94,yes
639,Male,32,9,0,2,yes,no,111340.36,no
683,Female,30,2,0,2,no,yes,100496.84,yes
663,Male,30,4,0,3,yes,no,101371.05,no
826,Male,41,5,146466.46,2,no,no,180934.67,no
735,Male,36,5,0,2,yes,no,105152.17,no
682,Female,58,1,0,1,yes,yes,706.5,no
663,Female,39,8,0,2,yes,yes,101168.9,no
562,Female,29,9,120307.58,1,yes,yes,6795.61,no
696,Male,27,4,87637.26,2,no,no,196111.35,no
850,Male,38,2,94652.04,1,yes,yes,171960.76,no
719,Female,22,7,114415.84,1,yes,yes,177497.4,no
804,Female,71,8,0,2,no,yes,147995.96,no
604,Male,40,1,84315.02,1,no,no,36209.1,no
782,Female,27,3,0,2,yes,no,143614.01,no
512,Male,42,9,93955.83,2,yes,no,14828.54,no
569,Male,36,1,67087.69,1,yes,no,154775.7,no
597,Female,22,6,101528.61,1,yes,no,70529,yes
753,Male,30,1,110824.52,1,yes,yes,57896.27,no
430,Female,33,8,0,1,yes,yes,69759.91,no
756,Male,28,8,179960.2,1,yes,no,89938.08,no
493,Male,38,3,134006.77,1,yes,no,89578.32,no
777,Female,37,10,121532.17,2,yes,yes,73464.88,no
779,Female,38,7,0,2,yes,yes,138542.87,no
702,Female,38,2,0,1,yes,yes,161888.63,no
551,Male,35,7,129717.3,2,no,no,86937.2,no
749,Male,22,4,94762.16,2,yes,yes,42241.54,no
742,Male,55,5,155196.17,1,no,yes,121207.66,yes
752,Male,29,4,129514.99,1,yes,yes,102930.46,no
740,Female,57,3,113386.36,2,yes,yes,65121.63,yes
576,Male,24,3,0,1,no,yes,78498.04,yes
637,Male,43,3,172196.23,1,yes,yes,104769.96,no
724,Male,28,5,97612.12,1,yes,yes,96498.14,no
685,Male,20,4,104719.94,2,yes,no,38691.34,no
625,Female,38,7,0,1,yes,no,164804.02,no
571,Male,37,9,139592.98,3,yes,no,104152.65,yes
584,Female,29,4,0,2,yes,no,88866.92,no
550,Female,22,7,139096.85,1,yes,no,129890.94,no
662,Female,72,7,140301.72,1,no,yes,179258.67,no
803,Male,43,3,0,1,yes,no,72051.44,no
615,Male,66,7,0,2,yes,yes,74580.8,no
481,Male,39,1,111233.09,1,yes,yes,123995.15,no
701,Male,23,3,0,2,yes,no,38960.59,no
751,Male,29,10,147737.63,1,no,yes,94951.27,no
675,Male,35,8,0,2,yes,yes,56642.97,no
733,Male,40,5,125725.02,2,yes,yes,50783.1,no
822,Male,38,6,128289.7,3,yes,no,9149.96,yes
559,Female,46,5,0,1,yes,no,21006.1,yes
731,Female,49,4,88826.07,1,yes,yes,33759.41,yes
678,Female,41,1,143443.61,1,yes,no,196622.28,yes
645,Female,68,9,0,4,yes,yes,176353.87,yes
701,Male,29,2,0,2,yes,no,176943.59,no
554,Male,26,8,149134.46,1,yes,yes,177966.24,no
723,Male,30,3,124119.54,1,yes,no,162198.32,no
766,Male,44,3,116822.7,1,no,no,197643.24,no
597,Female,24,1,103219.47,1,yes,no,60420.07,no
574,Male,41,1,0,2,no,no,70550,no
655,Female,40,0,81954.6,1,yes,yes,198798.44,yes
780,Female,37,10,95196.26,1,yes,no,126310.39,yes
672,Male,43,5,0,2,yes,yes,64515.5,no
717,Male,38,7,0,2,yes,yes,158580.05,no
521,Female,32,2,136555.01,2,yes,yes,129353.21,no
633,Male,59,5,0,1,yes,yes,137273.97,no
669,Male,39,3,119452.03,1,yes,yes,171575.54,no
740,Male,44,9,0,1,no,yes,96528,yes
462,Female,24,9,69881.09,2,no,yes,64421.02,no
619,Male,39,5,0,2,yes,yes,158444.61,no
665,Female,44,7,0,2,yes,yes,66548.58,no
655,Female,27,9,0,2,no,no,108008.05,no
463,Male,20,8,204223.03,1,yes,no,128268.39,no
799,Female,63,1,110314.21,2,yes,no,37464,yes
713,Female,48,1,163760.82,1,no,no,157381.14,yes
807,Female,31,1,141069.18,3,yes,yes,194257.11,no
728,Male,38,1,115934.74,1,yes,yes,139059.05,no
582,Male,52,2,151457.88,1,no,yes,40893.61,no
704,Female,35,3,154206.07,2,yes,yes,40261.49,no
714,Female,26,9,89928.99,1,yes,no,46203.31,no
628,Male,30,8,89182.09,1,yes,yes,13126.9,no
809,Male,41,1,79706.25,2,yes,no,165675.01,no
547,Female,44,5,0,3,no,no,5459.07,yes
560,Female,27,5,0,2,yes,no,131919.48,no
811,Male,31,7,117799.28,1,yes,yes,182372.35,no
584,Male,26,4,0,2,yes,no,147600.54,no
691,Male,28,1,0,2,no,no,92865.41,no
680,Male,34,6,146422.22,1,yes,no,67142.97,yes
588,Male,33,9,150186.22,2,yes,yes,65611.01,no
721,Male,40,6,100275.88,1,yes,no,138564.48,yes
850,Male,47,6,0,1,yes,no,187391.02,yes
529,Male,32,9,147493.89,1,yes,no,33656.35,no
622,Male,43,8,0,2,yes,no,100618.17,no
683,Female,42,8,0,2,no,yes,198134.9,no
575,Male,29,4,121823.4,2,yes,yes,50368.87,no
577,Female,40,1,0,2,yes,yes,108787,no
510,Male,31,0,113688.63,1,yes,no,33099.41,yes
652,Female,40,7,100471.34,1,yes,yes,124550.88,no
569,Female,28,3,100032.52,1,yes,no,5159.21,yes
687,Male,31,3,0,2,no,no,48228.1,no
822,Male,32,8,116358,1,yes,no,108798.36,no
656,Female,23,4,163549.63,1,no,yes,21085.12,no
745,Male,51,3,99183.9,1,yes,yes,28922.25,no
386,Female,53,1,131955.07,1,yes,yes,62514.65,yes
684,Female,41,1,134177.06,1,no,no,177506.66,no
635,Female,38,1,0,2,yes,no,90605.05,no
582,Male,30,2,0,2,yes,yes,132029.95,no
613,Male,19,5,0,1,yes,yes,176903.35,no
795,Female,56,9,94348.94,1,yes,no,29239.29,yes
659,Female,32,2,155584.21,1,no,yes,153662.88,no
745,Female,28,6,0,2,yes,no,154389.18,no
604,Female,41,10,0,2,yes,yes,166224.39,no
509,Male,32,9,170661.47,1,yes,yes,21646.2,no
706,Female,29,6,185544.36,1,yes,no,171037.63,no
619,Female,44,6,52831.13,1,yes,yes,112649.22,yes
572,Male,51,8,97750.07,3,yes,yes,193014.26,yes
695,Male,36,6,114007.5,2,yes,no,118120.88,no
543,Female,71,1,104308.77,1,yes,yes,25650.04,no
640,Female,33,6,84719.13,2,yes,yes,113048.79,no
672,Male,39,2,0,2,yes,no,87372.49,no
701,Male,39,9,140236.98,1,no,yes,146651.99,no
634,Male,25,9,0,2,yes,yes,8227.91,no
531,Female,42,6,75302.85,2,no,no,57034.35,no
699,Male,27,1,0,2,yes,no,93003.21,no
605,Female,51,9,104760.82,1,yes,yes,165574.54,yes
534,Female,49,7,0,1,yes,no,13566.48,yes
449,Female,31,1,113693,1,no,no,82796.29,no
684,Female,36,5,174180.39,1,yes,no,119830.08,no
622,Male,42,9,115766.26,1,no,no,72155.85,yes
714,Female,40,0,0,2,yes,no,62762.12,no
712,Female,48,8,0,2,yes,no,183235.33,no
783,Female,72,5,121215.9,2,yes,yes,105206.48,no
743,Male,45,10,144677.19,3,yes,no,22512.44,yes
683,Male,36,5,115350.63,1,yes,yes,122305.91,no
654,Male,40,5,105683.63,1,yes,no,173617.09,no
700,Male,37,1,135179.49,1,yes,no,160670.37,no
744,Male,31,0,117551.23,1,yes,no,158958.9,no
645,Male,25,1,157404.02,2,yes,no,93073.04,no
525,Male,36,3,77910.23,1,yes,no,67238.01,no
732,Male,25,0,110942.9,1,no,no,172576.56,no
721,Female,40,7,0,2,yes,yes,122580.48,no
622,Male,32,5,179305.09,1,yes,yes,149043.78,no
654,Male,31,5,150593.59,2,yes,yes,105218.45,no
529,Female,43,0,123815.86,1,yes,yes,78463.99,yes
720,Female,59,6,0,2,yes,yes,160849.43,yes
850,Female,25,8,69385.17,2,yes,no,87834.24,no
667,Male,27,2,138032.15,1,yes,no,166317.71,no
620,Male,41,3,0,2,yes,yes,137309.06,no
616,Male,29,9,0,1,yes,yes,166984.44,no
637,Female,46,2,143500.82,1,yes,no,166996.46,yes
710,Female,29,3,119670.18,1,yes,no,188022.44,no
717,Male,33,1,99106.73,1,no,no,194467.23,no
786,Male,24,2,120135.55,2,yes,yes,125449.47,no
651,Female,39,8,0,1,yes,no,137452.57,no
530,Female,55,4,120905.03,1,no,yes,123475.88,yes
815,Female,57,5,0,3,no,no,38941.44,yes
715,Female,34,9,102277.52,1,no,no,177852.57,yes
496,Female,55,4,125292.53,1,yes,yes,31532.96,yes
680,Male,42,0,0,1,yes,no,136377.21,no
646,Female,51,4,101629.3,1,no,no,130541.1,no
807,Male,47,1,171937.27,1,yes,yes,65636.92,no
727,Male,47,7,0,2,yes,no,193305.35,no
787,Male,25,5,0,2,yes,no,47307.9,no
806,Male,34,6,0,2,no,no,100809.99,no
603,Male,31,1,129743.75,1,yes,no,109145.2,no
649,Male,32,1,0,1,no,yes,91167.19,yes
547,Male,41,3,151191.31,1,yes,no,175295.89,yes
684,Male,32,3,102630.13,2,yes,yes,127433.47,no
477,Female,57,9,114023.64,2,yes,yes,71167.17,yes
558,Male,41,2,124227.14,1,yes,yes,111184.67,no
695,Female,23,1,0,2,yes,yes,141756.32,no
592,Male,35,6,80285.16,1,yes,no,72678.75,yes
789,Male,31,4,175477.15,1,yes,yes,172832.9,no
597,Female,29,1,132144.35,1,yes,no,158086.33,no
839,Male,47,2,136911.07,1,yes,yes,168184.62,yes
405,Male,31,5,133299.67,2,yes,yes,72950.14,no
658,Male,39,7,0,2,yes,no,48378.4,no
